EntryCode,Description,StudentID,StudentName,GradeLevel,EntryDate,SSID,Gender,Ethnic,Race,BirthDate,Advisor
E1,E1-1st time enrolled this year,4086,"Browning, Kristina ",0,8/17/2017,2435911,F,H,WH,11/13/2011,"Colley, Alex "
E1,E1-1st time enrolled this year,4087,"Pruitt, Belle ",0,8/17/2017,2367007,M,H,WH,7/22/2012,"Colley, Alex "
E1,E1-1st time enrolled this year,4128,"Macgregor, Dione ",0,8/17/2017,2435932,F,N,WH,8/10/2012,"Colley, Alex "
E1,E1-1st time enrolled this year,4092,"Santos, Fox ",0,8/17/2017,2435914,F,N,WH,7/6/2012,"Colley, Alex "
E1,E1-1st time enrolled this year,4159,"Flynn, Huw ",0,8/17/2017,2435752,M,N,WH,7/18/2012,"Colley, Alex "
E1,E1-1st time enrolled this year,4096,"Burns, Tymoteusz ",0,8/17/2017,2435915,M,N,WH,11/23/2011,"Colley, Alex "
E1,E1-1st time enrolled this year,4157,"Cordova, Keeley ",0,8/17/2017,2382741,M,H,WH,5/16/2012,"Colley, Alex "
E1,E1-1st time enrolled this year,4103,"Rodriguez, Sandra ",0,8/17/2017,2229995,F,N,WH,6/8/2012,"Colley, Alex "
E1,E1-1st time enrolled this year,4105,"Nelson, Kourtney ",0,8/17/2017,2159996,M,H,WH,9/10/2011,"Colley, Alex "
E1,E1-1st time enrolled this year,4121,"Mcdowell, Fern ",0,8/17/2017,2435926,F,H,WH,2/16/2012,"Colley, Alex "
E1,E1-1st time enrolled this year,4154,"Kendall, Adrian ",0,8/17/2017,2405849,M,N,WH,10/2/2011,"Colley, Alex "
E1,E1-1st time enrolled this year,4111,"Allison, Samiha ",0,8/17/2017,2435920,F,N,WH,4/18/2012,"Colley, Alex "
E1,E1-1st time enrolled this year,4112,"Hewitt, Matthew ",0,8/17/2017,2435921,M,N,BL,10/25/2011,"Colley, Alex "
E1,E1-1st time enrolled this year,4114,"Watson, Bertram ",0,8/17/2017,2435922,M,N,PI,1/17/2012,"Colley, Alex "
E1,E1-1st time enrolled this year,4117,"Roth, Destiny ",0,8/17/2017,2435925,M,N,WH,3/13/2012,"Colley, Alex "
E1,E1-1st time enrolled this year,4118,"Macfarlane, Santino ",0,8/17/2017,2436649,M,N,WH,6/23/2012,"Colley, Alex "
E1,E1-1st time enrolled this year,4119,"Kim, Kaylem ",0,8/17/2017,2302412,M,N,WH,9/9/2011,"Colley, Alex "
E1,E1-1st time enrolled this year,4123,"Price, Kai ",0,8/17/2017,2435928,M,N,WH,4/23/2012,"Colley, Alex "
E1,E1-1st time enrolled this year,4014,"Hawes, Geraldine ",1,8/17/2017,2332133,F,N,WH,11/13/2010,"Whitley, Vivien "
E1,E1-1st time enrolled this year,4178,"Dillard, Adaline ",1,9/8/2017,2360512,F,N,WH,1/19/2012,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3803,"Cantu, Shelbie ",1,8/17/2017,2159965,F,N,WH,5/11/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3804,"Dodd, Freyja ",1,8/17/2017,2333051,F,N,MU,2/25/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3805,"Wheatley, Shiv ",1,8/17/2017,2310988,M,N,WH,1/11/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3830,"Trevino, Jazmyn ",1,8/17/2017,2333065,F,N,WH,5/9/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,4054,"Buck, Wilma ",1,9/27/2017,2435895,F,N,AS,9/21/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,4043,"O'Quinn, Riley-Jay ",1,8/17/2017,2333052,M,N,WH,12/21/2010,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3810,"Fox, Hibba ",1,8/17/2017,2333054,F,N,WH,9/9/2010,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3811,"Dodson, Harleigh ",1,8/17/2017,2310361,M,N,WH,2/2/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3817,"Herman, Jia ",1,8/17/2017,2333058,F,N,WH,12/2/2010,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3845,"Russell, Mohamed ",1,8/17/2017,2333069,M,H,WH,11/18/2010,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3820,"Hamilton, Eren ",1,8/17/2017,2333060,M,N,WH,2/2/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3955,"Peck, Eshaan ",1,8/17/2017,2337222,M,H,WH,3/24/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3834,"Booker, Aurora ",1,8/17/2017,2333066,F,H,WH,7/6/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3824,"Ashton, Jannat ",1,8/17/2017,2309237,F,N,WH,4/15/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3848,"Molina, Inaaya ",1,8/17/2017,2333071,F,H,WH,7/13/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3855,"Garrison, Zak ",1,8/17/2017,2312057,M,H,WH,3/26/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3882,"Larsen, Darcie-Mae ",1,8/17/2017,2333088,F,N,WH,7/28/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3865,"Mckee, Dulcie ",1,8/17/2017,2333078,F,N,MU,7/1/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3866,"Gardner, Aqeel ",1,8/17/2017,2333079,M,N,WH,7/5/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3885,"Daly, Murat ",1,8/17/2017,2333090,M,N,WH,4/5/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,4069,"Allen, Katherine ",1,8/17/2017,2336723,F,N,WH,6/21/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3886,"Zuniga, Russell ",1,8/17/2017,2333091,M,N,WH,2/1/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3889,"Maynard, Kristin ",1,8/17/2017,2307029,F,N,WH,7/13/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3935,"Hobbs, Bryson ",1,8/17/2017,2333112,M,N,WH,1/4/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3900,"Lyon, Brenda ",1,8/17/2017,2333096,F,H,WH,11/9/2010,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3903,"Glass, Jessie ",1,8/17/2017,2310543,M,N,BL,3/20/2011,"Whitley, Vivien "
E1,E1-1st time enrolled this year,4146,"Frank, Imani ",1,8/17/2017,2371882,M,N,WH,10/21/2010,"Whitley, Vivien "
E1,E1-1st time enrolled this year,3799,"Mccarty, Persephone ",1,8/17/2017,2333049,F,H,MU,8/15/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3798,"Houghton, Malachi ",1,8/17/2017,2333048,M,N,WH,6/6/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,4041,"Knowles, Kacper ",1,8/17/2017,2372450,M,N,AS,8/2/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3814,"Todd, Cinar ",1,8/17/2017,2333055,M,N,AS,9/2/2010,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3837,"Penn, Kailan ",1,8/17/2017,2242107,M,N,WH,12/22/2010,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3939,"Devine, Ebony ",1,8/17/2017,2158320,M,H,WH,8/20/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,4013,"Orozco, Mac ",1,8/17/2017,2087170,M,N,WH,12/30/2010,"Meza, Bronwen "
E1,E1-1st time enrolled this year,4179,"Heath, Issac ",1,9/18/2017,2358168,M,N,AS,8/30/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3868,"Busby, Pixie ",1,8/17/2017,2333081,F,N,WH,7/13/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3869,"Jones, Robin ",1,8/17/2017,2333082,M,N,MU,1/14/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3870,"Herman, Sara ",1,8/17/2017,2333083,M,N,WH,9/24/2010,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3871,"Werner, Zaid ",1,8/17/2017,2307800,M,H,WH,3/21/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3875,"Sandoval, Reya ",1,8/17/2017,2333085,F,H,WH,6/28/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3880,"Bevan, Elliott ",1,8/17/2017,2333086,M,N,WH,4/7/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3884,"Booth, Gillian ",1,8/17/2017,2333089,F,N,WH,4/3/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,4039,"Mcneill, Sohail ",1,8/17/2017,2372373,M,N,WH,7/12/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3898,"Ratcliffe, Fahmida ",1,8/17/2017,2308112,F,H,WH,2/3/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3967,"Kearns, Robbie ",1,8/17/2017,2342300,M,H,WH,8/1/2010,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3899,"Kenny, Clive ",1,8/17/2017,2292899,M,N,WH,11/24/2010,"Meza, Bronwen "
E1,E1-1st time enrolled this year,4151,"Davey, Jemima ",1,8/17/2017,2358171,F,N,WH,7/11/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3905,"Quinn, Tierney ",1,8/17/2017,2333099,M,N,BL,1/22/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3910,"Flower, Indigo ",1,8/17/2017,2333103,F,N,WH,8/30/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,4145,"Roman, Felix ",1,8/17/2017,2292983,F,N,WH,6/3/2010,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3911,"Brett, Cali ",1,8/17/2017,2333104,F,N,WH,5/16/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,4172,"Plant, Rosina ",1,8/17/2017,2313849,F,H,WH,12/24/2010,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3920,"Friedman, Liberty ",1,8/17/2017,2333107,F,N,WH,1/30/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3922,"Franks, Harri ",1,8/17/2017,2333108,F,N,WH,10/3/2010,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3924,"Weber, Cody ",1,8/17/2017,2333109,F,N,WH,6/24/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3930,"Rush, Maison ",1,8/17/2017,2283847,M,H,WH,6/5/2011,"Meza, Bronwen "
E1,E1-1st time enrolled this year,3800,"Lacey, Gina ",1,8/17/2017,2333050,F,N,WH,5/4/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3812,"Mueller, Mariam ",1,8/17/2017,2284070,F,N,WH,3/2/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3813,"Leon, Nayan ",1,8/17/2017,2159231,M,N,WH,10/12/2010,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3815,"Browning, Ryder ",1,8/17/2017,2333056,M,N,WH,5/15/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,4055,"Nava, Henri ",1,8/17/2017,2335012,M,N,WH,8/2/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3816,"Grey, Isaac ",1,8/17/2017,2333057,M,N,WH,9/17/2010,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3821,"Baxter, Ishan ",1,8/17/2017,2333061,M,H,WH,9/30/2010,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3846,"Burris, Alanah ",1,8/17/2017,2333070,F,N,AS,11/10/2010,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3819,"Porter, Kuba ",1,8/17/2017,2333059,M,N,WH,4/5/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3947,"Akhtar, Elis ",1,8/17/2017,2333115,M,N,MU,4/25/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3826,"Gould, Anne ",1,8/17/2017,2333062,F,H,WH,2/24/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,4071,"Broughton, Carlos ",1,8/17/2017,2206878,M,N,WH,7/10/2010,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3891,"Schneider, Pierre ",1,8/17/2017,2333094,M,N,WH,3/14/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3895,"Hume, Willa ",1,8/17/2017,2333095,M,H,WH,1/11/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3860,"Martinez, Kiana ",1,8/17/2017,2310341,F,N,WH,3/11/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3861,"Sosa, Elijah ",1,8/17/2017,2333077,M,N,WH,1/1/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,4161,"Handley, Iram ",1,8/17/2017,2351612,F,N,AS,4/19/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3995,"Braun, Kayley ",1,8/17/2017,2335916,F,N,WH,7/21/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3878,"Burris, Ammaar ",1,8/17/2017,2220395,M,N,WH,11/27/2010,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3981,"Morse, Annabel ",1,8/17/2017,2342302,F,N,WH,3/10/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3888,"Armstrong, Casey ",1,8/17/2017,2333092,F,N,WH,5/31/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3890,"Simmonds, Keziah ",1,8/17/2017,2333093,F,N,WH,7/15/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,4134,"England, Hunter ",1,8/17/2017,2308008,F,N,WH,11/4/2010,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3906,"Dixon, Dominik ",1,8/17/2017,2333100,M,H,WH,11/10/2010,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3908,"Proctor, Mahamed ",1,8/17/2017,2333102,M,N,WH,11/17/2010,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3918,"Watkins, Abby ",1,8/17/2017,2307547,F,H,WH,9/10/2010,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3923,"Stevens, Naomi ",1,8/17/2017,2150141,F,N,WH,1/18/2011,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3927,"Coombes, Etta ",1,8/17/2017,2211805,F,N,MU,7/13/2010,"Rennie, Eilish "
E1,E1-1st time enrolled this year,3996,"Wilkerson, Steve ",2,8/17/2017,2221822,M,N,WH,5/9/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3608,"Hill, Benas ",2,8/17/2017,2161379,M,N,WH,9/17/2009,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3610,"Rios, Lamar ",2,8/17/2017,2294523,M,N,WH,12/30/2009,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3793,"Greaves, Danielle ",2,8/17/2017,2281211,F,H,WH,3/20/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3836,"Mccoy, Gwion ",2,8/17/2017,2333067,M,N,BL,4/19/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3616,"Daniel, Sonya ",2,8/17/2017,2294527,F,N,WH,4/22/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3619,"Mendez, Aysha ",2,8/17/2017,2294529,F,N,WH,8/10/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3631,"O'Moore, Keeley ",2,8/17/2017,2207001,F,H,WH,12/25/2009,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3636,"Downs, Joy ",2,8/17/2017,2294537,M,N,WH,3/25/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3637,"Winter, Johnathon ",2,8/17/2017,2224392,M,N,WH,11/17/2009,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3842,"Krause, Clyde ",2,8/17/2017,2284303,M,N,WH,5/10/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3987,"Hale, Ashley ",2,8/17/2017,2342937,M,N,WH,1/27/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3658,"Cherry, Nyla ",2,8/17/2017,2294547,F,N,MU,1/22/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3990,"Krueger, Cienna ",2,8/17/2017,2073899,F,N,WH,4/18/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3695,"Sharpe, Imaani ",2,8/17/2017,2294566,F,H,WH,1/29/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3873,"Livingston, Harlee ",2,8/17/2017,2333084,M,N,WH,10/13/2009,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3874,"Velasquez, Brady ",2,8/17/2017,2013747,M,N,WH,3/25/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3675,"Norris, Rosa ",2,8/17/2017,2294554,F,N,WH,4/29/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3677,"Noble, Asa ",2,8/17/2017,2075048,M,N,PI,11/30/2009,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3749,"Ferguson, Peter ",2,8/17/2017,2222112,M,N,MU,12/20/2009,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3696,"Pena, Brody ",2,8/17/2017,2206796,F,N,WH,10/24/2009,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3686,"Markham, Ayva ",2,8/17/2017,2294560,F,H,WH,4/25/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3688,"Fitzgerald, Asha ",2,8/17/2017,2294562,M,N,WH,6/16/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3689,"Kenny, Tiarna ",2,8/17/2017,2294563,F,H,WH,3/24/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3698,"Adams, Kajetan ",2,8/17/2017,2294567,M,N,WH,11/12/2009,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3706,"Braun, Lina ",2,8/17/2017,2294572,F,N,WH,11/26/2009,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3711,"Bradshaw, Rikki ",2,8/17/2017,2294575,F,N,WH,1/9/2010,"Grainger, Ethan "
E1,E1-1st time enrolled this year,3609,"Chen, Malachy ",2,8/17/2017,2294522,M,N,AS,6/4/2010,"Taylor, Samirah "
E1,E1-1st time enrolled this year,3612,"Mccarty, Huzaifa ",2,8/17/2017,2225405,M,H,IN,7/16/2010,"Taylor, Samirah "
E1,E1-1st time enrolled this year,3771,"Weber, Arya ",2,8/17/2017,2294597,M,N,WH,2/23/2009,"Taylor, Samirah "
E1,E1-1st time enrolled this year,3954,"Cotton, Lilly-Mae ",2,8/17/2017,2248382,F,N,WH,7/27/2010,"Taylor, Samirah "
E1,E1-1st time enrolled this year,3615,"Milne, Lemar ",2,8/17/2017,2294526,M,H,WH,7/16/2010,"Taylor, Samirah "
E1,E1-1st time enrolled this year,3618,"Clements, Rudra ",2,8/17/2017,2294528,M,N,WH,7/4/2009,"Taylor, Samirah "
E1,E1-1st time enrolled this year,3621,"Guzman, Odin ",2,8/17/2017,2294530,M,N,AS,1/9/2010,"Taylor, Samirah "
E1,E1-1st time enrolled this year,3633,"Drake, Donte ",2,8/17/2017,2222520,M,N,WH,5/28/2010,"Taylor, Samirah "
E1,E1-1st time enrolled this year,3759,"Miranda, Stacy ",2,8/17/2017,2232950,F,N,WH,7/13/2010,"Taylor, Samirah "
E1,E1-1st time enrolled this year,3751,"Cote, Henna ",2,8/17/2017,2294591,F,H,WH,12/6/2009,"Taylor, Samirah "
E1,E1-1st time enrolled this year,4158,"Wills, Kody ",2,8/17/2017,2275055,F,N,WH,7/20/2010,"Taylor, Samirah "
E1,E1-1st time enrolled this year,3717,"Gamble, Clare ",2,8/17/2017,2294580,F,N,WH,9/18/2009,"Taylor, Samirah "
